dataset,sample_size,seed,iteration,split,method,accuracy,macro_f1,delta_vs_vanilla,delta_vs_random_aug,per_class_accuracy_delta,result_file
sst2,16,0,,,vanilla,66.17243272926963,66.08774518102885,0.0,0.49423393739702703,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-0/vanilla.json
sst2,16,1,,,error_driven,64.57990115321252,63.7594049920317,-3.7342119714442674,-5.381658429434381,"{""0"": -19.078947368421062, ""1"": 11.661166116611668}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-1/error_driven.json
sst2,16,1,,,random_aug,69.9615595826469,69.69115981131047,1.6474464579901138,0.0,"{""0"": -8.114035087719309, ""1"": 11.441144114411443}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-1/random_aug.json
sst2,16,1,,,vanilla,68.31411312465679,68.31376912881615,0.0,-1.6474464579901138,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-1/vanilla.json
sst2,16,2,,,error_driven,67.3256452498627,66.46333064770486,-5.216913783635377,-3.4596375617792603,"{""0"": -18.75, ""1"": 8.360836083608362}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-2/error_driven.json
sst2,16,2,,,random_aug,70.78528281164196,70.43932196438946,-1.7572762218561166,0.0,"{""0"": -10.08771929824561, ""1"": 6.600660066006611}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-2/random_aug.json
sst2,16,2,,,vanilla,72.54255903349808,72.52578140841807,0.0,1.7572762218561166,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-2/vanilla.json
sst2,16,3,,,error_driven,71.33443163097199,71.1085917838863,-4.06370126304229,-1.6474464579901138,"{""0"": -8.223684210526322, ""1"": 0.11001100110010498}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-3/error_driven.json
sst2,16,3,,,random_aug,72.9818780889621,72.88472713185803,-2.4162548050521764,0.0,"{""0"": -3.728070175438603, ""1"": -1.1001100110011208}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-3/random_aug.json
sst2,16,3,,,vanilla,75.39813289401428,75.34441322817588,0.0,2.4162548050521764,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-3/vanilla.json
sst2,16,4,,,error_driven,68.75343218012081,68.62612165924571,1.5925315760571124,-1.4827018121910953,"{""0"": 2.7412280701754383, ""1"": 0.4400440044004341}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-4/error_driven.json
sst2,16,4,,,random_aug,70.2361339923119,70.11275599936046,3.0752333882482077,0.0,"{""0"": 4.166666666666657, ""1"": 1.9801980198019749}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-4/random_aug.json
sst2,16,4,,,vanilla,67.1609006040637,66.97397121013977,0.0,-3.0752333882482077,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-4/vanilla.json
sst2,16,5,,,error_driven,66.55683690280065,66.2194018307499,-1.6474464579901138,-6.425041186161451,"{""0"": -10.964912280701753, ""1"": 7.700770077007704}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-5/error_driven.json
sst2,16,5,,,random_aug,72.9818780889621,72.86988182967775,4.777594728171337,0.0,"{""0"": -0.9868421052631504, ""1"": 10.561056105610561}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-5/random_aug.json
sst2,16,5,,,vanilla,68.20428336079077,68.20290256301689,0.0,-4.777594728171337,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-5/vanilla.json
sst2,16,6,,,error_driven,59.527732015376166,59.52753673449386,-3.789126853377269,-13.289401427786935,"{""0"": -9.100877192982466, ""1"": 1.5401540154015407}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-6/error_driven.json
sst2,16,6,,,random_aug,72.8171334431631,72.81241092878375,9.500274574409666,0.0,"{""0"": 3.0701754385964932, ""1"": 15.951595159515954}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-6/random_aug.json
sst2,16,6,,,vanilla,63.316858868753435,63.220930570068504,0.0,-9.500274574409666,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-6/vanilla.json
sst2,16,7,,,error_driven,67.87479406919276,67.69989251338276,-0.38440417353101,-2.965403624382205,"{""0"": -9.868421052631582, ""1"": 9.130913091309125}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-7/error_driven.json
sst2,16,7,,,random_aug,70.84019769357496,70.81453310696095,2.580999450851195,0.0,"{""0"": 3.399122807017534, ""1"": 1.760176017601765}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-7/random_aug.json
sst2,16,7,,,vanilla,68.25919824272377,68.2446327069983,0.0,-2.580999450851195,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-7/vanilla.json
sst2,16,8,,,error_driven,70.56562328390994,70.33949604346716,2.965403624382219,-0.10982976386600285,"{""0"": 5.26315789473685, ""1"": 0.6600660066006583}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-8/error_driven.json
sst2,16,8,,,random_aug,70.67545304777595,70.64463738015311,3.075233388248222,0.0,"{""0"": 10.855263157894754, ""1"": -4.730473047304727}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-8/random_aug.json
sst2,16,8,,,vanilla,67.60021965952772,67.20060812543502,0.0,-3.075233388248222,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-8/vanilla.json
sst2,16,9,,,error_driven,74.02526084568917,73.99313696332518,1.208127402526074,-1.5925315760571124,"{""0"": 5.153508771929822, ""1"": -2.7502750275027523}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-9/error_driven.json
sst2,16,9,,,random_aug,75.61779242174629,75.5023609145029,2.8006589785831864,0.0,"{""0"": 3.399122807017548, ""1"": 2.200220022002199}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-9/random_aug.json
sst2,16,9,,,vanilla,72.8171334431631,72.66466416682714,0.0,-2.8006589785831864,"{""0"": 0.0, ""1"": 0.0}",/tmp/cloud3_results_k5bbj9te/sst2/16-shot/seed-9/vanilla.json
trec,4,0,,,error_driven,73.0,54.90159490411383,10.799999999999997,13.200000000000003,"{""0"": -100.0, ""10"": 0.0, ""11"": 0.0, ""12"": 14.285714285714292, ""13"": -11.1111111111111, ""14"": 8.333333333333332, ""16"": 32.0, ""18"": -75.0, ""19"": 0.0, ""2"": -6.25, ""20"": 0.0, ""21"": 42.857142857142854, ""22"": -83.33333333333334, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 33.33333333333334, ""27"": 0.0, ""28"": -37.5, ""29"": 20.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": -100.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 8.333333333333332, ""38"": -50.000000000000014, ""39"": null, ""4"": 29.090909090909093, ""40"": 0.0, ""41"": 0.0, ""42"": null, ""43"": -12.5, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": -75.0, ""48"": 0.0, ""49"": 0.0, ""5"": -16.66666666666667, ""6"": -100.0, ""7"": 41.46341463414634, ""8"": 0.0, ""9"": -50.000000000000014}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-0/error_driven.json
trec,4,0,,,random_aug,59.8,47.49995145819184,-2.4000000000000057,0.0,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 14.285714285714292, ""13"": 11.111111111111114, ""14"": 8.333333333333332, ""16"": -44.0, ""17"": null, ""18"": -75.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": -14.285714285714285, ""22"": 5.555555555555543, ""23"": 0.0, ""24"": 0.0, ""25"": 33.33333333333334, ""26"": 0.0, ""27"": 50.0, ""28"": -12.5, ""29"": 6.666666666666671, ""3"": -12.5, ""30"": 0.0, ""31"": 20.0, ""32"": -100.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": -33.33333333333334, ""39"": null, ""4"": 10.909090909090907, ""40"": 0.0, ""41"": -33.33333333333334, ""42"": null, ""43"": 12.5, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": -100.0, ""49"": 0.0, ""5"": -16.66666666666667, ""6"": -100.0, ""7"": 7.31707317073171, ""8"": 2.1276595744680833, ""9"": -16.666666666666686}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-0/random_aug.json
trec,4,0,,,vanilla,62.2,54.232163533936216,0.0,2.4000000000000057,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""42"": null, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-0/vanilla.json
trec,4,1,,,error_driven,71.0,61.959716841180054,-4.200000000000003,25.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 14.285714285714292, ""12"": 28.57142857142857, ""13"": 0.0, ""14"": 0.0, ""16"": -10.0, ""18"": -50.0, ""19"": 0.0, ""2"": 6.25, ""20"": 0.0, ""21"": 28.57142857142857, ""22"": -5.555555555555557, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 33.33333333333334, ""27"": 50.0, ""28"": 12.5, ""29"": -13.333333333333329, ""3"": 0.0, ""30"": 0.0, ""31"": -60.0, ""32"": 0.0, ""33"": null, ""34"": -100.0, ""35"": 0.0, ""36"": 0.0, ""37"": -50.000000000000014, ""38"": 16.666666666666657, ""39"": null, ""4"": 21.818181818181827, ""40"": 0.0, ""41"": -66.66666666666667, ""43"": 12.5, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": -25.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 100.0, ""7"": -17.886178861788608, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-1/error_driven.json
trec,4,1,,,random_aug,46.0,46.17978718157427,-29.200000000000003,0.0,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": -11.111111111111107, ""14"": 0.0, ""15"": null, ""16"": -56.0, ""18"": -25.0, ""19"": 0.0, ""2"": -18.75, ""20"": 0.0, ""21"": -14.285714285714285, ""22"": -11.111111111111128, ""23"": 0.0, ""24"": 50.0, ""25"": 33.33333333333334, ""26"": 0.0, ""27"": 25.0, ""28"": -50.0, ""29"": -66.66666666666666, ""3"": -12.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 16.666666666666657, ""39"": null, ""4"": -54.54545454545454, ""40"": 0.0, ""41"": -66.66666666666667, ""42"": null, ""43"": -81.25, ""44"": -40.0, ""45"": null, ""46"": null, ""47"": -25.0, ""48"": 0.0, ""49"": 0.0, ""5"": 16.666666666666657, ""6"": 0.0, ""7"": -41.46341463414633, ""8"": 0.0, ""9"": -16.666666666666657}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-1/random_aug.json
trec,4,1,,,vanilla,75.2,55.46406377325606,0.0,29.200000000000003,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-1/vanilla.json
trec,4,2,,,error_driven,71.0,54.89997564638425,8.799999999999997,32.8,"{""0"": -100.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 22.22222222222223, ""14"": 0.0, ""16"": 26.0, ""18"": -50.0, ""19"": 0.0, ""2"": 12.5, ""20"": 0.0, ""21"": 14.285714285714278, ""22"": -16.666666666666657, ""23"": 0.0, ""24"": 0.0, ""25"": 33.33333333333334, ""26"": 66.66666666666667, ""27"": 0.0, ""28"": 0.0, ""29"": 6.666666666666671, ""3"": -87.5, ""30"": 0.0, ""31"": 40.0, ""32"": 0.0, ""33"": null, ""34"": -100.0, ""35"": 0.0, ""36"": 0.0, ""37"": 8.333333333333332, ""38"": -16.666666666666657, ""39"": null, ""4"": 65.45454545454547, ""40"": 0.0, ""41"": -33.33333333333334, ""43"": 18.75, ""44"": -20.0, ""45"": null, ""46"": null, ""47"": 25.0, ""48"": 0.0, ""49"": 0.0, ""5"": 16.666666666666664, ""6"": 0.0, ""7"": 12.19512195121952, ""8"": -36.170212765957444, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-2/error_driven.json
trec,4,2,,,random_aug,38.2,42.21347688175357,-24.0,0.0,"{""0"": -50.0, ""1"": null, ""10"": 0.0, ""11"": -28.57142857142857, ""12"": -14.285714285714285, ""13"": -11.111111111111114, ""14"": 0.0, ""16"": -10.0, ""18"": -25.0, ""19"": 0.0, ""2"": -18.75, ""20"": 0.0, ""21"": -28.571428571428577, ""22"": -11.111111111111114, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 33.33333333333333, ""27"": -25.0, ""28"": -12.5, ""29"": 20.0, ""3"": -12.5, ""30"": 0.0, ""31"": 20.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 16.666666666666664, ""38"": 0.0, ""39"": null, ""4"": -16.363636363636363, ""40"": 0.0, ""41"": -33.33333333333334, ""42"": null, ""43"": -6.25, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 50.0, ""48"": 0.0, ""49"": -16.666666666666657, ""5"": 0.0, ""6"": 0.0, ""7"": -76.42276422764228, ""8"": -2.1276595744680833, ""9"": -16.666666666666657}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-2/random_aug.json
trec,4,2,,,vanilla,62.2,50.70126626464354,0.0,24.0,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-2/vanilla.json
trec,4,3,,,error_driven,62.8,55.51914608673895,11.399999999999999,11.599999999999994,"{""0"": 0.0, ""1"": null, ""10"": 50.0, ""11"": 14.285714285714278, ""12"": 0.0, ""13"": 22.22222222222223, ""14"": 8.333333333333332, ""16"": 32.0, ""17"": null, ""18"": 0.0, ""19"": 0.0, ""2"": -12.5, ""20"": 0.0, ""21"": -14.285714285714285, ""22"": -5.555555555555557, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 66.66666666666667, ""27"": 75.0, ""28"": 0.0, ""29"": 13.333333333333332, ""3"": -50.0, ""30"": 0.0, ""31"": 0.0, ""32"": -100.0, ""33"": null, ""34"": -100.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 32.727272727272734, ""40"": 0.0, ""41"": -100.0, ""43"": 12.5, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": -50.0, ""48"": 0.0, ""49"": 0.0, ""5"": 33.333333333333336, ""6"": -100.0, ""7"": 21.95121951219512, ""8"": -2.1276595744680833, ""9"": -16.66666666666667}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-3/error_driven.json
trec,4,3,,,random_aug,51.2,46.956605622761984,-0.19999999999999574,0.0,"{""0"": -50.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": -22.222222222222218, ""14"": 0.0, ""16"": 30.0, ""17"": null, ""18"": 0.0, ""19"": 0.0, ""2"": -25.0, ""20"": 0.0, ""21"": 0.0, ""22"": -11.1111111111111, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": -12.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": -100.0, ""35"": 0.0, ""36"": 0.0, ""37"": -50.0, ""38"": 0.0, ""39"": null, ""4"": 29.090909090909108, ""40"": 0.0, ""41"": 0.0, ""42"": null, ""43"": 6.25, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 16.666666666666664, ""6"": 0.0, ""7"": -10.569105691056912, ""8"": -2.1276595744680833, ""9"": -16.66666666666667}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-3/random_aug.json
trec,4,3,,,vanilla,51.4,49.81998613158695,0.0,0.19999999999999574,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""17"": null, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-3/vanilla.json
trec,4,4,,,error_driven,63.800000000000004,52.199335092156915,0.8000000000000043,18.400000000000006,"{""0"": -50.0, ""1"": null, ""10"": 0.0, ""11"": -28.57142857142857, ""12"": -14.285714285714285, ""13"": 11.111111111111114, ""14"": 8.333333333333332, ""16"": 40.0, ""17"": null, ""18"": -25.0, ""19"": 0.0, ""2"": -12.5, ""20"": 0.0, ""21"": 28.571428571428577, ""22"": -22.22222222222223, ""23"": 0.0, ""24"": -50.0, ""25"": -66.66666666666666, ""26"": 0.0, ""27"": 50.0, ""28"": -12.5, ""29"": 6.666666666666671, ""3"": -87.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": -33.33333333333333, ""35"": 0.0, ""36"": 0.0, ""37"": 8.333333333333336, ""38"": 0.0, ""39"": null, ""4"": 21.818181818181813, ""40"": 0.0, ""41"": -66.66666666666666, ""43"": -43.75, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": -25.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": -100.0, ""7"": 13.00813008130082, ""8"": -36.170212765957444, ""9"": -16.66666666666667}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-4/error_driven.json
trec,4,4,,,random_aug,45.4,45.168262659496584,-17.6,0.0,"{""0"": -50.0, ""1"": null, ""10"": 0.0, ""11"": -57.14285714285714, ""12"": -14.285714285714285, ""13"": -11.111111111111114, ""14"": 0.0, ""16"": -48.0, ""17"": null, ""18"": 0.0, ""19"": 0.0, ""2"": -12.5, ""20"": 0.0, ""21"": 14.285714285714285, ""22"": -5.555555555555543, ""23"": 0.0, ""24"": 0.0, ""25"": 33.33333333333334, ""26"": 33.33333333333334, ""27"": 50.0, ""28"": 0.0, ""29"": -26.666666666666664, ""3"": -12.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": -50.0, ""38"": 0.0, ""39"": null, ""4"": 12.72727272727272, ""40"": 0.0, ""41"": -33.33333333333333, ""43"": -31.25, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 25.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": -38.21138211382114, ""8"": 0.0, ""9"": -50.0}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-4/random_aug.json
trec,4,4,,,vanilla,63.0,54.49584604329504,0.0,17.6,"{""0"": 0.0, ""1"": null, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""17"": null, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""45"": null, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/4-shot/seed-4/vanilla.json
trec,8,0,,,error_driven,81.0,73.13455623357778,1.5999999999999943,5.0,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": -28.571428571428577, ""13"": -22.22222222222223, ""14"": 8.333333333333332, ""16"": 4.0, ""18"": 25.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": -11.1111111111111, ""23"": 0.0, ""24"": 50.0, ""25"": 0.0, ""26"": 0.0, ""27"": 75.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": -12.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": -66.66666666666667, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 9.090909090909093, ""40"": 0.0, ""41"": 0.0, ""43"": 18.75, ""44"": 0.0, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 1.626016260162615, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-0/error_driven.json
trec,8,0,,,random_aug,76.0,69.27606436764421,-3.4000000000000057,0.0,"{""0"": 0.0, ""10"": 0.0, ""11"": -14.285714285714278, ""12"": 14.285714285714278, ""13"": -22.22222222222223, ""14"": 8.333333333333332, ""16"": -22.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": -14.285714285714292, ""22"": -11.1111111111111, ""23"": 0.0, ""24"": 50.0, ""25"": 33.33333333333334, ""26"": 0.0, ""27"": 75.0, ""28"": 0.0, ""29"": -6.666666666666671, ""3"": -12.5, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": -1.818181818181813, ""40"": 0.0, ""41"": 0.0, ""43"": 6.25, ""44"": 0.0, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 16.666666666666657, ""5"": -16.666666666666657, ""6"": 0.0, ""7"": -4.065040650406502, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-0/random_aug.json
trec,8,0,,,vanilla,79.4,66.50605484669254,0.0,3.4000000000000057,"{""0"": 0.0, ""10"": 0.0, ""11"": 0.0, ""12"": 0.0, ""13"": 0.0, ""14"": 0.0, ""16"": 0.0, ""18"": 0.0, ""19"": 0.0, ""2"": 0.0, ""20"": 0.0, ""21"": 0.0, ""22"": 0.0, ""23"": 0.0, ""24"": 0.0, ""25"": 0.0, ""26"": 0.0, ""27"": 0.0, ""28"": 0.0, ""29"": 0.0, ""3"": 0.0, ""30"": 0.0, ""31"": 0.0, ""32"": 0.0, ""33"": null, ""34"": 0.0, ""35"": 0.0, ""36"": 0.0, ""37"": 0.0, ""38"": 0.0, ""39"": null, ""4"": 0.0, ""40"": 0.0, ""41"": 0.0, ""43"": 0.0, ""44"": 0.0, ""46"": null, ""47"": 0.0, ""48"": 0.0, ""49"": 0.0, ""5"": 0.0, ""6"": 0.0, ""7"": 0.0, ""8"": 0.0, ""9"": 0.0}",/tmp/cloud3_results_k5bbj9te/trec/8-shot/seed-0/vanilla.json
